time_start,time_end,model,launch_place,target,launched,destroyed,source,category,national_origin,type,manufacturer,destroyed_ratio,year,month,day,day_of_week,latitude,longitude
2024-07-23,2024-07-23,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid02pNuNTtvNDkKbqdJQxeL8xAUW9vLmsZAna9HS78Hc6ntSqzAs3F9ffcmyWk1SEcNPl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,23,Tuesday,,
2024-07-23,2024-07-23,Orlan-10,,east,1.0,1,kpszsu/posts/pfbid0jPpqef36FzgXKf5JYBFfXSXZzTko5GN9fkcS5JiD6FiyMNZAkDVfmthnWUQvTnzPl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,23,Tuesday,,
2024-07-23,2024-07-23,Iskander-M,Crimea,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid02pNuNTtvNDkKbqdJQxeL8xAUW9vLmsZAna9HS78Hc6ntSqzAs3F9ffcmyWk1SEcNPl,ballistic missile,russia,TV-guided,,0.0,2024,7,23,Tuesday,45.00434,35.83079
2024-07-22,2024-07-22,ZALA,,south,3.0,3,PvKPivden/posts/pfbid0UWQmCN6ta4vMpK7KRPUwJaccsiiSACYUWGhga4ALfkiVthj71mELjiaudfRYyVSgl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,22,Monday,,
2024-07-22,2024-07-22,Supercam,,south,2.0,2,PvKPivden/posts/pfbid0UWQmCN6ta4vMpK7KRPUwJaccsiiSACYUWGhga4ALfkiVthj71mELjiaudfRYyVSgl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,22,Monday,,
2024-07-22,2024-07-22,Supercam,,east,1.0,0,kpszsu/posts/pfbid0mSeS9ABtKuT7Fmdz2dt3UNvfEd4D2XxmWg994z4Skd7s7wr9bQ1Yoft68xZv7Sz9l,UAV,russia,reconnaissance,Unmanned Systems Group,0.0,2024,7,22,Monday,,
2024-07-22,2024-07-22,Orlan-10,,east,1.0,1,kpszsu/posts/pfbid0mSeS9ABtKuT7Fmdz2dt3UNvfEd4D2XxmWg994z4Skd7s7wr9bQ1Yoft68xZv7Sz9l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,22,Monday,,
2024-07-22,2024-07-22,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0UWQmCN6ta4vMpK7KRPUwJaccsiiSACYUWGhga4ALfkiVthj71mELjiaudfRYyVSgl,ballistic missile,russia,TV-guided,,0.0,2024,7,22,Monday,45.00434,35.83079
2024-07-21,2024-07-21 08:00,X-59/X-69,Kursk,Ukraine,2.0,0,kpszsu/posts/pfbid02oUos8HMU2sBdUceUDjcKMsmfQeW7SSMDhwrR6c9p3gyYQUvTecBtFki4wELAzafXl,cruise missile,russia,,,0.0,2024,7,21,Sunday,51.7309249,36.1923123
2024-07-21,2024-07-21 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,39.0,35,kpszsu/posts/pfbid05afazWFXYWSJnp97AoPm9UcTZJ4oFaimSQEU7Lu33qgTpDAos1E9BK1aL8jw8pUhl,UAV,iran,loitering munition,Shahed Aviation Industries,89.74,2024,7,21,Sunday,46.043181,38.1554803
2024-07-21,2024-07-21 08:00,Iskander-M,Kursk,Ukraine,3.0,0,kpszsu/posts/pfbid02oUos8HMU2sBdUceUDjcKMsmfQeW7SSMDhwrR6c9p3gyYQUvTecBtFki4wELAzafXl,ballistic missile,russia,TV-guided,,0.0,2024,7,21,Sunday,51.7309249,36.1923123
2024-07-21,2024-07-21,Привет-82,,east,1.0,1,kpszsu/posts/pfbid02Q1BFkexWxej73adAoJUejL5GAickWQfQXeUiew5CUpbaBJ3AZQbnuCLCUYTUgasWl,,,,,100.0,2024,7,21,Sunday,,
2024-07-21,2024-07-21,ZALA,,south,2.0,2,PvKPivden/posts/pfbid0TZNFxWoB9hMyNvJZWnAmbrFk63dYLqV32rZAStZ8ydGd5die6seK7E5Tu6w9Z4QNl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,21,Sunday,,
2024-07-21,2024-07-21,ZALA,,east,4.0,4,kpszsu/posts/pfbid02Q1BFkexWxej73adAoJUejL5GAickWQfQXeUiew5CUpbaBJ3AZQbnuCLCUYTUgasWl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,21,Sunday,,
2024-07-21,2024-07-21,Unknown UAV,,east,1.0,1,kpszsu/posts/pfbid02Q1BFkexWxej73adAoJUejL5GAickWQfQXeUiew5CUpbaBJ3AZQbnuCLCUYTUgasWl,UAV,,,,100.0,2024,7,21,Sunday,,
2024-07-21,2024-07-21,Supercam,,south,3.0,3,PvKPivden/posts/pfbid0TZNFxWoB9hMyNvJZWnAmbrFk63dYLqV32rZAStZ8ydGd5die6seK7E5Tu6w9Z4QNl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,21,Sunday,,
2024-07-21,2024-07-21,Supercam,,east,1.0,1,kpszsu/posts/pfbid02Q1BFkexWxej73adAoJUejL5GAickWQfQXeUiew5CUpbaBJ3AZQbnuCLCUYTUgasWl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,21,Sunday,,
2024-07-21,2024-07-21,Lancet,,south,4.0,4,PvKPivden/posts/pfbid0TZNFxWoB9hMyNvJZWnAmbrFk63dYLqV32rZAStZ8ydGd5die6seK7E5Tu6w9Z4QNl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,7,21,Sunday,,
2024-07-20,2024-07-20 08:00,Unknown UAV,,Ukraine,1.0,1,kpszsu/posts/pfbid05afazWFXYWSJnp97AoPm9UcTZJ4oFaimSQEU7Lu33qgTpDAos1E9BK1aL8jw8pUhl,UAV,,,,100.0,2024,7,20,Saturday,,
2024-07-20,2024-07-20 08:00,Shahed-136/131,Kursk,Ukraine,16.0,12,kpszsu/posts/pfbid05afazWFXYWSJnp97AoPm9UcTZJ4oFaimSQEU7Lu33qgTpDAos1E9BK1aL8jw8pUhl,UAV,iran,loitering munition,Shahed Aviation Industries,75.0,2024,7,20,Saturday,51.7309249,36.1923123
2024-07-20,2024-07-20 08:00,Iskander-M,,Ukraine,3.0,0,kpszsu/posts/pfbid05afazWFXYWSJnp97AoPm9UcTZJ4oFaimSQEU7Lu33qgTpDAos1E9BK1aL8jw8pUhl,ballistic missile,russia,TV-guided,,0.0,2024,7,20,Saturday,,
2024-07-20,2024-07-20 08:00,Iskander-K,Voronezh,Ukraine,1.0,0,kpszsu/posts/pfbid05afazWFXYWSJnp97AoPm9UcTZJ4oFaimSQEU7Lu33qgTpDAos1E9BK1aL8jw8pUhl,cruise missile,russia,,,0.0,2024,7,20,Saturday,51.6605982,39.2005858
2024-07-20,2024-07-20,ZALA,,south,4.0,4,PvKPivden/posts/pfbid02qKWN8HjH3kmYxUtbYh6tvfh3FzhBWKqD8dpudiTGkBTHq9xiWqteCEDNH1c3H999l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,20,Saturday,,
2024-07-20,2024-07-20,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02qKWN8HjH3kmYxUtbYh6tvfh3FzhBWKqD8dpudiTGkBTHq9xiWqteCEDNH1c3H999l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,20,Saturday,,
2024-07-20,2024-07-20,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid02qKWN8HjH3kmYxUtbYh6tvfh3FzhBWKqD8dpudiTGkBTHq9xiWqteCEDNH1c3H999l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,20,Saturday,,
2024-07-20,2024-07-20,Iskander-M,Crimea,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid02qKWN8HjH3kmYxUtbYh6tvfh3FzhBWKqD8dpudiTGkBTHq9xiWqteCEDNH1c3H999l,ballistic missile,russia,TV-guided,,100.0,2024,7,20,Saturday,45.00434,35.83079
2024-07-19,2024-07-19,ZALA,,south,1.0,1,PvKPivden/posts/pfbid0YJTzwL4ACMfeVzZNsLQr4haSJfuLcY32xfHvf1iB5ZRyWuCSByAC9vy7x8g62vSml,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,19,Friday,,
2024-07-19,2024-07-19,X-59,,Mykolaiv oblast,2.0,0,PvKPivden/posts/pfbid0YJTzwL4ACMfeVzZNsLQr4haSJfuLcY32xfHvf1iB5ZRyWuCSByAC9vy7x8g62vSml,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,7,19,Friday,,
2024-07-19,2024-07-19,X-31PD,,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0YJTzwL4ACMfeVzZNsLQr4haSJfuLcY32xfHvf1iB5ZRyWuCSByAC9vy7x8g62vSml,cruise missile,russia,anti-radiation,,0.0,2024,7,19,Friday,,
2024-07-19,2024-07-19,Lancet,,south,3.0,3,PvKPivden/posts/pfbid0YJTzwL4ACMfeVzZNsLQr4haSJfuLcY32xfHvf1iB5ZRyWuCSByAC9vy7x8g62vSml,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,7,19,Friday,,
2024-07-18,2024-07-18 08:00,X-59/X-69,,east,2.0,2,kpszsu/posts/pfbid02hz2JQzN2bo1319Q8WX61eFiEo9WFg5DaXvMXZJhv5Do8QoZwGbTHweG7CssfqWbCl,cruise missile,russia,,,100.0,2024,7,18,Thursday,,
2024-07-18,2024-07-18 08:00,X-35,,east,1.0,1,kpszsu/posts/pfbid02hz2JQzN2bo1319Q8WX61eFiEo9WFg5DaXvMXZJhv5Do8QoZwGbTHweG7CssfqWbCl,cruise missile,russia,air-to-surface,,100.0,2024,7,18,Thursday,,
2024-07-18,2024-07-18 08:00,Shahed-136/131,Kursk,Ukraine,16.0,16,kpszsu/posts/pfbid02hz2JQzN2bo1319Q8WX61eFiEo9WFg5DaXvMXZJhv5Do8QoZwGbTHweG7CssfqWbCl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,7,18,Thursday,51.7309249,36.1923123
2024-07-18,2024-07-18,Supercam,,south,2.0,2,PvKPivden/posts/pfbid0DWYmgEXBPVR77cvWhRaWAsbMsDAXx4NKgWv1qDVtCCXq4Fx4dhDzDvXU3HqNPvsSl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,18,Thursday,,
2024-07-18,2024-07-18,Reconnaissance UAV,,east,2.0,2,pvkshid/posts/pfbid0mqFSLTwXd3D388KWabcwcwhLe5x5bGhGgqoKa15om6uoShj7G6J7p6DCjJidFaygl,UAV,,reconnaissance,,100.0,2024,7,18,Thursday,,
2024-07-18,2024-07-18,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid0DWYmgEXBPVR77cvWhRaWAsbMsDAXx4NKgWv1qDVtCCXq4Fx4dhDzDvXU3HqNPvsSl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,18,Thursday,,
2024-07-18,2024-07-18,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0DWYmgEXBPVR77cvWhRaWAsbMsDAXx4NKgWv1qDVtCCXq4Fx4dhDzDvXU3HqNPvsSl,ballistic missile,russia,TV-guided,,0.0,2024,7,18,Thursday,45.00434,35.83079
2024-07-17,2024-07-17,Supercam,,south,4.0,4,PvKPivden/posts/pfbid02SSiG8NY2mPE4AD9xcFp4uZ3VNJPNuXgkruqv4aieRCutdgHhi1ZtU2sQQwF9VPkYl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,17,Wednesday,,
2024-07-17,2024-07-17,Orlan-10,,east,2.0,2,pvkshid/posts/pfbid0mqFSLTwXd3D388KWabcwcwhLe5x5bGhGgqoKa15om6uoShj7G6J7p6DCjJidFaygl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,17,Wednesday,,
2024-07-16,2024-07-16 08:00,Unknown UAV,,east,1.0,1,kpszsu/posts/pfbid0pJe8DdMDDKhZrD52ALckq3jgnty7CeTTd9FpfAQuYJGYCT8BWKiGXpr6Ekfj2B9el,UAV,,,,100.0,2024,7,16,Tuesday,,
2024-07-16,2024-07-16 08:00,Shahed-136/131,,Ukraine,4.0,2,kpszsu/posts/pfbid0pJe8DdMDDKhZrD52ALckq3jgnty7CeTTd9FpfAQuYJGYCT8BWKiGXpr6Ekfj2B9el,UAV,iran,loitering munition,Shahed Aviation Industries,50.0,2024,7,16,Tuesday,,
2024-07-16,2024-07-16 08:00,Orlan-10,,east,1.0,1,kpszsu/posts/pfbid0pJe8DdMDDKhZrD52ALckq3jgnty7CeTTd9FpfAQuYJGYCT8BWKiGXpr6Ekfj2B9el,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,16,Tuesday,,
2024-07-16,2024-07-16,ZALA,,south,1.0,1,PvKPivden/posts/pfbid02A5nU4vN6V6ouvXYiH1dU8uteJwAi6tBt6QBYtV6nBjWaYP3jHQBE5HqhT19LAuPtl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,16,Tuesday,,
2024-07-16,2024-07-16,Orlan-10,,south,3.0,3,PvKPivden/posts/pfbid02A5nU4vN6V6ouvXYiH1dU8uteJwAi6tBt6QBYtV6nBjWaYP3jHQBE5HqhT19LAuPtl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,16,Tuesday,,
2024-07-16,2024-07-16,Iskander-M,Crimea,Kherson oblast,1.0,0,PvKPivden/posts/pfbid02A5nU4vN6V6ouvXYiH1dU8uteJwAi6tBt6QBYtV6nBjWaYP3jHQBE5HqhT19LAuPtl,ballistic missile,russia,TV-guided,,0.0,2024,7,16,Tuesday,45.00434,35.83079
2024-07-16,2024-07-16,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid02A5nU4vN6V6ouvXYiH1dU8uteJwAi6tBt6QBYtV6nBjWaYP3jHQBE5HqhT19LAuPtl,ballistic missile,russia,TV-guided,,0.0,2024,7,16,Tuesday,45.00434,35.83079
2024-07-15,2024-07-15 08:00,Supercam,,east,2.0,2,pvkshid/posts/pfbid02biTft8enrqbHbPpmNw3fc7N7DWiZb4zd4BRQeyhUTggKUbeMHDCYp3tevygaBG5xl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,15,Monday,,
2024-07-15,2024-07-15 08:00,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0gevJSxDoQWZQYbQWQ24kWaNxnjoQCcnyJCfrbcDqS7QZympefLgfiWxySDZXFghRl,ballistic missile,russia,TV-guided,,0.0,2024,7,15,Monday,45.00434,35.83079
2024-07-15,2024-07-15,ZALA,,south,1.0,1,PvKPivden/posts/pfbid0gevJSxDoQWZQYbQWQ24kWaNxnjoQCcnyJCfrbcDqS7QZympefLgfiWxySDZXFghRl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,15,Monday,,
2024-07-15,2024-07-15,ZALA,,south,2.0,2,PvKPivden/posts/pfbid02jRMBkgffbDoXjvkaxZovjBWYkySNSj81c7rt6FQwmGJAm3m7nADgGvrccbK7maf4l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,15,Monday,,
2024-07-15,2024-07-15,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02jRMBkgffbDoXjvkaxZovjBWYkySNSj81c7rt6FQwmGJAm3m7nADgGvrccbK7maf4l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,15,Monday,,
2024-07-15,2024-07-15,Orlan-10,,south,3.0,3,PvKPivden/posts/pfbid0gevJSxDoQWZQYbQWQ24kWaNxnjoQCcnyJCfrbcDqS7QZympefLgfiWxySDZXFghRl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,15,Monday,,
2024-07-15,2024-07-15,Orlan-10,,south,3.0,3,PvKPivden/posts/pfbid02jRMBkgffbDoXjvkaxZovjBWYkySNSj81c7rt6FQwmGJAm3m7nADgGvrccbK7maf4l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,15,Monday,,
2024-07-14,2024-07-14 08:00,ZALA,,east,1.0,1,pvkshid/posts/pfbid0W3jog6AE4RiYVba2SCc2K9r8kXEVF7jNE6gsueVstxaZ2bco45KwzaSAepFXpexal,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,14,Sunday,,
2024-07-14,2024-07-14 08:00,X-59/X-69,,east,2.0,2,pvkshid/posts/pfbid0W3jog6AE4RiYVba2SCc2K9r8kXEVF7jNE6gsueVstxaZ2bco45KwzaSAepFXpexal,cruise missile,russia,,,100.0,2024,7,14,Sunday,,
2024-07-14,2024-07-14 08:00,Supercam,,south,1.0,1,PvKPivden/posts/pfbid0sLo6NppP9qrcfTaBrd2xt4qnUv2GvJ2Dd8GoBeGL6ZfM7pxspXzBAkDzYs76Y8X2l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,14,Sunday,,
2024-07-14,2024-07-14 08:00,Orlan-10,,east,3.0,3,pvkshid/posts/pfbid0W3jog6AE4RiYVba2SCc2K9r8kXEVF7jNE6gsueVstxaZ2bco45KwzaSAepFXpexal,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,14,Sunday,,
2024-07-14,2024-07-14,ZALA,,south,1.0,1,PvKPivden/posts/pfbid0gevJSxDoQWZQYbQWQ24kWaNxnjoQCcnyJCfrbcDqS7QZympefLgfiWxySDZXFghRl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,14,Sunday,,
2024-07-14,2024-07-14,Orlan-10,,south,3.0,3,PvKPivden/posts/pfbid0gevJSxDoQWZQYbQWQ24kWaNxnjoQCcnyJCfrbcDqS7QZympefLgfiWxySDZXFghRl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,14,Sunday,,
2024-07-13,2024-07-13 13:00,Orlan-10,,east,1.0,1,pvkshid/posts/pfbid02VRv7DA4tHRfh3CWL8g3dkPsfwjkDLpAZFSJNpNLJAaNerRZQk5SHXz5yXHPsL9M7l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,13,Saturday,,
2024-07-13,2024-07-13 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,5.0,4,kpszsu/posts/pfbid02n9bKhQihSMWm8K7rBDngJyfnwj4NpLJfFw1nkkAY9uDA1nYa7e9xuWF4rekVZQ3Tl,UAV,iran,loitering munition,Shahed Aviation Industries,80.0,2024,7,13,Saturday,46.043181,38.1554803
2024-07-13,2024-07-13,Orlan-10,,south,2.0,2,PvKPivden/posts/pfbid0BrssjHY16rG4CNTXLdeaEZwWr8e7amEo1Z4qkDAPaWqa6SMDXNeRYZPVMAQ6qynkl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,13,Saturday,,
2024-07-13,2024-07-13,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0BrssjHY16rG4CNTXLdeaEZwWr8e7amEo1Z4qkDAPaWqa6SMDXNeRYZPVMAQ6qynkl,ballistic missile,russia,TV-guided,,0.0,2024,7,13,Saturday,45.00434,35.83079
2024-07-12,2024-07-12 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,19.0,11,kpszsu/posts/pfbid02p5rqnWwuxqXa9qtenYk5dxGuqLW23S6pu9bxjpNFDtt4g8qsxx4vZunu3APWbnP1l,UAV,iran,loitering munition,Shahed Aviation Industries,57.89,2024,7,12,Friday,46.043181,38.1554803
2024-07-12,2024-07-12,ZALA,,south,3.0,3,PvKPivden/posts/pfbid0q382PXP8zH7UHjZNCsrdTGmkygvnhfVtxRVWzBzg1xDzWnjbsKxK5z8L5AUycK1ql,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,12,Friday,,
2024-07-11,2024-07-11 21:30,X-101/X-555,Saratov,Ukraine,5.0,5,kpszsu/posts/pfbid02p5rqnWwuxqXa9qtenYk5dxGuqLW23S6pu9bxjpNFDtt4g8qsxx4vZunu3APWbnP1l,cruise missile,russia,air-launched,,100.0,2024,7,11,Thursday,51.530018,46.034683
2024-07-11,2024-07-11 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,6.0,6,kpszsu/posts/pfbid02hDMM4We6fNi86yrwP9pgKw5K2KUoWPVZDT88sGQ6MdY5iNuwYrRq58hGHM7ToWAVl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,7,11,Thursday,46.043181,38.1554803
2024-07-11,2024-07-11 08:00,Iskander-M,Kursk,Sumy oblast,2.0,0,kpszsu/posts/pfbid02hDMM4We6fNi86yrwP9pgKw5K2KUoWPVZDT88sGQ6MdY5iNuwYrRq58hGHM7ToWAVl,ballistic missile,russia,TV-guided,,0.0,2024,7,11,Thursday,51.7309249,36.1923123
2024-07-11,2024-07-11,ZALA,,south,1.0,1,PvKPivden/posts/pfbid02hYMYYFF5spWHmsUHKQUdvmE7UUrZWmpqAkBzzauLhQkhrg4oCWVedijnC6SBYb7gl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,11,Thursday,,
2024-07-11,2024-07-11,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02hYMYYFF5spWHmsUHKQUdvmE7UUrZWmpqAkBzzauLhQkhrg4oCWVedijnC6SBYb7gl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,11,Thursday,,
2024-07-11,2024-07-11,Orlan-10,,south,2.0,2,PvKPivden/posts/pfbid02hYMYYFF5spWHmsUHKQUdvmE7UUrZWmpqAkBzzauLhQkhrg4oCWVedijnC6SBYb7gl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,11,Thursday,,
2024-07-10,2024-07-10 08:00,X-59/X-69,Crimea,Ukraine,4.0,0,kpszsu/posts/pfbid02YAACHQqiTE7zGWmihEZKyM3k1hFNaHCeFn8biukEeT16YXojZ28mQqzPiT6bTgq4l,cruise missile,russia,,,0.0,2024,7,10,Wednesday,45.00434,35.83079
2024-07-10,2024-07-10 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,20.0,14,kpszsu/posts/pfbid02YAACHQqiTE7zGWmihEZKyM3k1hFNaHCeFn8biukEeT16YXojZ28mQqzPiT6bTgq4l,UAV,iran,loitering munition,Shahed Aviation Industries,70.0,2024,7,10,Wednesday,46.043181,38.1554803
2024-07-10,2024-07-10 08:00,Iskander-M,Crimea,Odesa oblast,1.0,0,kpszsu/posts/pfbid02YAACHQqiTE7zGWmihEZKyM3k1hFNaHCeFn8biukEeT16YXojZ28mQqzPiT6bTgq4l,ballistic missile,russia,TV-guided,,0.0,2024,7,10,Wednesday,45.00434,35.83079
2024-07-10,2024-07-10,ZALA,,south,2.0,2,PvKPivden/posts/pfbid02BEQ86fdp5BPj14yPMj4y5X5uLxdUUaDTN3gNWR1pCJLhMbwF9PM3ZCKLywtmN1Lnl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,10,Wednesday,,
2024-07-10,2024-07-10,X-59,,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid02BEQ86fdp5BPj14yPMj4y5X5uLxdUUaDTN3gNWR1pCJLhMbwF9PM3ZCKLywtmN1Lnl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,7,10,Wednesday,,
2024-07-10,2024-07-10,X-31P,,Odesa oblast,1.0,0,PvKPivden/posts/pfbid02BEQ86fdp5BPj14yPMj4y5X5uLxdUUaDTN3gNWR1pCJLhMbwF9PM3ZCKLywtmN1Lnl,cruise missile,russia,anti-radiation,,0.0,2024,7,10,Wednesday,,
2024-07-10,2024-07-10,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02BEQ86fdp5BPj14yPMj4y5X5uLxdUUaDTN3gNWR1pCJLhMbwF9PM3ZCKLywtmN1Lnl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,10,Wednesday,,
2024-07-10,2024-07-10,Merlin-VR,,south,1.0,1,PvKPivden/posts/pfbid02BEQ86fdp5BPj14yPMj4y5X5uLxdUUaDTN3gNWR1pCJLhMbwF9PM3ZCKLywtmN1Lnl,UAV,russia,reconnaissance,,100.0,2024,7,10,Wednesday,,
2024-07-09,2024-07-09 08:00,Orlan-10,,east,1.0,1,pvkshid/posts/pfbid02XXFDTg6npskMhV5xAh1ZybgTzd2wcLeTYBC9adgQFsTLLA6VujZyfLBe8DJZYvg8l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,9,Tuesday,,
2024-07-09,2024-07-09 08:00,Iskander-M,Crimea,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid0dJxb78hFubDhFh6j4vqoWcHVPST2Kr541kvM6HRWWwV9eMBGTYNCKaM61Yt59U2Wl,ballistic missile,russia,TV-guided,,0.0,2024,7,9,Tuesday,45.00434,35.83079
2024-07-09,2024-07-09,ZALA,,south,2.0,2,PvKPivden/posts/pfbid0ct7UoLJVskBXqzNFBmw6JQoFEUrgywEMf8ZmsEA9EbYzXYZRMwq8KA8PDCEaGhRl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,9,Tuesday,,
2024-07-09,2024-07-09,Supercam,,south,1.0,1,PvKPivden/posts/pfbid0ct7UoLJVskBXqzNFBmw6JQoFEUrgywEMf8ZmsEA9EbYzXYZRMwq8KA8PDCEaGhRl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,9,Tuesday,,
2024-07-09,2024-07-09,Reconnaissance UAV,,south,1.0,1,PvKPivden/posts/pfbid0ct7UoLJVskBXqzNFBmw6JQoFEUrgywEMf8ZmsEA9EbYzXYZRMwq8KA8PDCEaGhRl,UAV,,reconnaissance,,100.0,2024,7,9,Tuesday,,
2024-07-09,2024-07-09,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid0ct7UoLJVskBXqzNFBmw6JQoFEUrgywEMf8ZmsEA9EbYzXYZRMwq8KA8PDCEaGhRl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,9,Tuesday,,
2024-07-09,2024-07-09,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0ct7UoLJVskBXqzNFBmw6JQoFEUrgywEMf8ZmsEA9EbYzXYZRMwq8KA8PDCEaGhRl,ballistic missile,russia,TV-guided,,0.0,2024,7,9,Tuesday,45.00434,35.83079
2024-07-08,2024-07-08 10:00,X-59/X-69,,Ukraine,3.0,3,kpszsu/posts/pfbid0372RPhk6jJn236hCi6QdRChK4hJdwyzZgPcjuZeBVd2ujMbSSVBsHfyK7a3SfgHd2l,cruise missile,russia,,,100.0,2024,7,8,Monday,,
2024-07-08,2024-07-08 10:00,X-47 Kinzhal,,Ukraine,1.0,1,kpszsu/posts/pfbid0372RPhk6jJn236hCi6QdRChK4hJdwyzZgPcjuZeBVd2ujMbSSVBsHfyK7a3SfgHd2l,cruise missile,russia,air-launched ballistic,,100.0,2024,7,8,Monday,,
2024-07-08,2024-07-08 10:00,X-22,,Ukraine,2.0,0,kpszsu/posts/pfbid0372RPhk6jJn236hCi6QdRChK4hJdwyzZgPcjuZeBVd2ujMbSSVBsHfyK7a3SfgHd2l,cruise missile,russia,air-to-surface,,0.0,2024,7,8,Monday,,
2024-07-08,2024-07-08 10:00,X-101/X-555,,Ukraine,13.0,11,kpszsu/posts/pfbid0372RPhk6jJn236hCi6QdRChK4hJdwyzZgPcjuZeBVd2ujMbSSVBsHfyK7a3SfgHd2l,cruise missile,russia,air-launched,,84.62,2024,7,8,Monday,,
2024-07-08,2024-07-08 10:00,Kalibr,,Ukraine,14.0,12,kpszsu/posts/pfbid0372RPhk6jJn236hCi6QdRChK4hJdwyzZgPcjuZeBVd2ujMbSSVBsHfyK7a3SfgHd2l,cruise missile,russia,,,85.71,2024,7,8,Monday,,
